platform,review,rating,date,source
Cars24,Got a car assessed by them for 2nd hand buying. They couldn’t detect a major engine issue . Turned out it was overheating and  caused gasket failure while driving. Horrible standards of surveyors. Also odometer tampering they couldn’t access. Never trusting them again.,1,2026-06-06T05:48:06.000Z,Trustpilot
Cars24,"Worst Car-Buying Experience I’ve HadMy experience with Cars24 left me feeling that the company prioritizes lead generation and sales metrics over honesty, transparency, and customer experience.I found a Nissan on the Cars24 app and was subsequently bombarded with automated calls and follow-up calls from sales representatives. I was told that although the exact vehicle I wanted was located far away, there were 3 of the same models available at a Cars24 location near me. An appointment was scheduled for 12:00 PM, and I was encouraged to visit that location.I was shopping for a vehicle for my daughter, who had just arrived in India and was preparing to start school. We were excited about the process and arrived on time for our appointment.Unfortunately, the experience quickly deteriorated.From the front entry glass doors, the office itself appeared disorganized. Several sales staff were gathered near the entrance chatting while other employees seemed occupied with unrelated matters. After walking into the front door, I explained that I had an appointment to view a specific vehicle.To my surprise, I was told the vehicle was not available at that location. When I showed the appointment confirmations and text messages I had received, the representative admitted that the call center often schedules appointments simply to get customers into a showroom, hoping they will purchase something else once they arrive.Think about that for a moment.A customer is told a vehicle is available, takes time out of their day, travels to the location, and only then learns that the appointment was essentially a lead-generation tactic.As the conversation continued, the focus immediately shifted to whether I would be paying cash or financing the vehicle. At no point did anyone attempt to understand my needs, budget, intended use, or what would be important for my daughter as a first-time driver.When I asked again about the Nissan model I had originally come to see, another employee casually mentioned that it had been sold earlier that day. I was then shown alternative listings on a tablet and told that if I wanted to see one of the vehicles located elsewhere, I would first need to pay a ₹15,000 registration fee to have it brought over.By that point, it was clear that the appointment I had been promised was never going to happen.The most disappointing part was not that the vehicle was unavailable. Cars get sold every day. The problem was the lack of honesty, transparency, and respect for a customer’s time.Cars24 heavily markets concepts such as trust, peace of mind, fair pricing, and customer satisfaction. My experience reflected the opposite:• Misleading appointment scheduling• Unprofessional sales tactics• Poor communication between the call center and showroom staff• Little interest in understanding customer needs• A process that felt focused on capturing leads rather than helping customersI hope senior management takes these concerns seriously because experiences like this damage trust far more than any marketing campaign can rebuild it.",1,2026-06-06T01:37:35.000Z,Trustpilot
Cars24,"My experience with Car24 has been extremely disappointing.After purchasing the Tata Tiago car, I got it inspected through GoMechanic, and the diagnostic report revealed several major issues that were never disclosed to me by the Car24 Jaipur Hub at the time of sale. These defects were effectively hidden, and I was led to believe that the vehicle was in much better condition than it actually was.During the purchase process, I was repeatedly assured that I could use the car and return it within 30 days if I encountered any issues. However, when I requested a return after discovering the problems highlighted in the inspection report, I was informed of numerous deductions and charges that would apply. These deductions amounted to nearly ₹1 lakh, a significant detail that was never explained to me before the purchase.The entire experience feels misleading and lacking in transparency. While Car24 heavily promotes its 30-day return policy, the substantial deductions associated with returning a vehicle are not clearly disclosed upfront. As a result, I felt compelled to cancel my return request and opt for a repair request instead, despite being dissatisfied with the condition of the car.What made the experience even more frustrating was the lack of customer support after the sale. It appears that once the vehicle is sold, customers are left to navigate multiple departments without receiving proper assistance or resolution. I made several attempts to contact the nodal officer, but received no response.As a customer, I feel misled, disappointed, and let down by the overall experience. I have lost trust in Car24 and would not recommend purchasing a car from them based on my experience.",,2026-06-05T22:45:31.000Z,Trustpilot
Cars24,"Cars24 does not even deserve a single star. Their practices are fraudulent and highly misleading. They claim to maintain transparency, yet customers are not allowed to view the live auction process. Instead, representatives call to negotiate at prices far below reasonable expectations, leaving sellers with no fair choice. The lack of openness and refusal to provide auction privileges makes this company untrustworthy. Truly, they operate like a No. 1 fraud team.",,2026-06-05T21:36:11.000Z,Trustpilot
Cars24,I have sold my tiago 0564 with them selling dept mr aman was dealing not paid 20k till now after month of selling not responding even so guys becareful when dealing with them take all money them go aheadI.ll.do a police complaint within 1 week,,2026-06-04T12:05:16.000Z,Trustpilot
Cars24,"Very disappointing experience. The service was pathetic, and the team failed to honor their commitments. Promises were made but not delivered, with poor communication and no accountability. Deadlines were missed, and follow-ups did not result in any meaningful action. Overall, the experience was frustrating and unprofessional. I would not recommend their services to others unless they significantly improve their reliability and customer support. Fake promises. They wasted my time .",1,2026-06-04T07:00:29.000Z,Trustpilot
Cars24,"Hi, we understand that the price may not meet your expectations. Could you please share your details through this form ( https://i.ki.show/8F2FAB967D ), our support team will contact you promptly. #Cars24Crew",,2026-06-02T19:56:33.000Z,Trustpilot
Cars24,"Dear Cars24 Team,I purchased this car from Cars24 because I trusted your inspection and quality assurance process. However, I have driven the vehicle only around 2,000 km since purchase, and now the AC compressor has failed.This raises serious concerns that the AC system may have had an existing issue before the vehicle was delivered to me. It appears that the AC gas may have been refilled temporarily before the sale rather than the root cause being properly diagnosed and repaired. A major component such as an AC compressor failing after such limited usage is not something I would expect from a vehicle that has passed Cars24’s quality checks.I am extremely disappointed to learn that this repair is being considered outside the warranty coverage. Given the circumstances and the low distance driven since purchase, I request a detailed review of my case and a goodwill resolution.I purchased the vehicle in good faith, believing in the Cars24 brand and its commitment to customer satisfaction. Please let me know the appropriate escalation contact or grievance team who can review this matter and help resolve the issue fairly.I look forward to your prompt response.Regards,ZilanTS09FD3418",1,2026-06-02T16:07:15.000Z,Trustpilot
Cars24,"Very disappointed with Cars24.I sold my car to them in May 2024, and even after more than 1.5 years, the registration has still not been transferred from my name. I continue to receive challans and notifications for a vehicle that I no longer own, which is completely unacceptable from a company of this scale and reputation.I have been constantly following up with their customer support team, but no one seems willing to take responsibility or provide a proper resolution. I have even emailed senior management and directors, yet there has been no action taken.This situation has caused me significant mental stress and concern. It is extremely worrying to receive traffic challans for a car that was sold long ago, especially when I have no idea where or how the vehicle is being used now.I strongly urge future buyers and sellers to be very careful while dealing with Cars24. My experience with their post-sale service has been extremely disappointing, and the lack of accountability is alarming.",1,2026-05-28T23:11:29.000Z,Trustpilot
Cars24,"Hi! We apologise for any inconvenience you may have experienced. Please provide detailed information about your concern by completing this form ( https://i.ki.show/BB4AD61A63 ), and our team will immediately address it.#Cars24Crew",,2026-05-28T15:09:31.000Z,Trustpilot
Cars24,These people make people foolThey charge you for this and that and give the valuation below even what you thought you would get minimum and then when you ask their representatives they are extremely rudeNo mannersIt’s like they have made class 10 fail sit with the system,,2026-05-28T13:38:04.000Z,Trustpilot
Cars24,"I booked cars24 inspection yesterday to sell my 1.5 old car , before inspection car value was showing in app and text msg sent of amount 8.67L to 9.43Lcar value, after inspection they offered me amount 6.53LAlso I inspection person asked my to pay premium of  1170rs so that my car value cab increased by 5% in pan India.Company is just doing fraud. Please do not book them to sell or buy your car , as you can I was interested to sell my call because app value was showing minimum 8.67L value, but actual value after paying 1170rs is 6.53L...I am going to putt this review on every social media app.",,2026-05-26T13:10:20.000Z,Trustpilot
Cars24,"Hi Nisha! Glad to know that your issue has been resolved. For any further assistance, please feel free to reach out to us at care@cars24.com.",,2026-05-29T10:13:21.000Z,Trustpilot
Cars24,"Very disappointing experience with CARS24.I booked a car inspection to sell my vehicle, and the representative named Rohit visited for the evaluation. I shared both the original RC and virtual RC with him, but he falsely marked the RC as “Lost” in the report after taking pictures.He also incorrectly mentioned:• Second key missing without even asking me• Comprehensive insurance changed to only third-party insurance• All 4 tyres in excellent condition (~90%) reported as only 30%• Unused spare tyre and unopened toolkit marked as 40% conditionThe entire inspection report was completely inaccurate and misleading. It felt like a fake report was intentionally created to reduce the car value.",,2026-05-25T12:50:15.000Z,Trustpilot
Cars24,"Based on my personal experience, please be cautious while dealing with Cars24-related registration calls. I was asked to pay registration charges for local and India-wide services, and later received calls that felt misleading regarding bidding and pricing. I would advise others to verify everything properly before making any payment or commitment. .don't trust people working there will.never speak the trust. Don't waste money better sell to someone near ur home with help of mechanic or exchange while u get new car. All r fake people in cars24",,2026-05-23T18:57:30.000Z,Trustpilot
Cars24,"I listed my car for sale on Cars24, and it took them a painful 4-5 months just to find a buyer. But the real nightmare started after that. It has been ages, and the RC transfer is still pending.​I have literally contacted Cars24 customer support more than 500 times, but they simply do not care. There is absolutely no proper response or accountability from their end. I can confidently say that I have never seen such a pathetic, fraud, and useless service in my entire life. Cars24 is the worst platform to sell your car. They only make fake promises to trap you and then ghost you completely. Save yourselves from this mental harassment!",,2026-05-22T14:03:45.000Z,Trustpilot
Cars24,"I bought 2023 4x4 Fortuner which was advertised as accident free and ""perfect condition"". I had to send it to the Toyota service center 3 days after taking delivery. Toyota said their cables and wiring was messed up and had to be redone completely. Then I found out that 2 side doors and front and rear bumpers had been repainted. Cars24 had lied. I also spent Rs 84000 on the insurance. I returned the car and got my money back less Rs 10000 and the have not paid ke the insurance money. They have the car which is insured by me but they are not paying me back. I have written emails to them but there is no reply. STAY AWAY FROM CARS24. THEY WILL CHEAT YOU.23/5/26To address your response, I have written that I paid Rs 84000 for the Fortuner INSURANCE which is with the Fortuner that you have possession of but are not refunding to me. This insurance was bought after I took delivery of the vehicle.And no one has got back to me or replied to me. You cut Rs 10000 also when I was not at fault and I deserve this back also. This is not a normal return. This return is because you lied to me about the car and sold me a bad car.I want the insurance Rs 84000 and the penalty Rs 10000 back from you. Thank you.23/5/26   3pmI have not received any email. In your app you are communicating with ajitrana1910 (email address Gmail because I can't out an email address here). That is NOT me. Please see me emails to your boss. My email ID is ajitrana (again Gmail) and I have not received any email from you. Send it on the correct email address. But please do send it and don't just post on Trust Pilot that you have sent an email. I will confirm when I receive it at the correct email ID.24/5/26Yes the insurance was purchased by me because you cannot drive an uninsured car. We have established that this car was sold to me by lies and deceit and I returned it. The returned car is still insured by a payment I made. Your car will be insured for the next one year but that car has been returned to you. Therefore you should refund the insurance amount paid by me.You are very casually ignoring the lies you told in your ad for this car calling it ""accident free"" and in ""perfect condition"". Those were the reasons I bought the car and the insured it. You have to refund the insurance amount to me. Any company with an ethical compass would do that.Also, the Rs 10000 you cut should be refunded. You normally cut that for a regular return. This is not regular. This return is because of your lies and cheating.And I'm still awaiting the email you claim to have sent. Or was that another lie?",1,2026-05-24T05:03:40.000Z,Trustpilot
Cars24,"No one is responding for any queries they take extra amount and say these all things we will provide but after you buying the car they even not tell you about you money, I just suggest that don't buy car from car24 the staff and the management all are very unprofessional behavior they didn't cear about customer.",1,2026-05-21T14:34:24.000Z,Trustpilot
Cars24,"Pathetic experience from cars24...Inspection person told me , you can easily get 6-6.5 lacs ...I paid 1100 but they offer 5lacs ..after 2 days I have got a call from Cars24,  again the lady told me to pay 2200 to get offer & she said I can easily get around 7lacs of my car. Now she's pick my call.Cars24 is a fraud.",,2026-05-21T11:55:49.000Z,Trustpilot
Cars24,"Fraud company.I went for price evaluation yesterday and after evaluation, I was told that for better price (by internal auction) and quick report, it’s better to take lite membership which I took worth 707/-. Till now I have not got any price evaluation report and every time trying to reach out to customer support says “all representatives are busy”. Somehow 2 times got call back from support team and they said raised the concern to senior team and they will call back in 5 mins which never happed till now. Bullshitt. Cars24 is a big time cheat and no one should go with them.",,2026-05-20T08:57:53.000Z,Trustpilot
Cars24,"“Never take/sell a car through Cars24. They do the most misleading things. They promised me on call that I would get my expected value for the car, but when I went there, their staff first quoted a higher value and then sold me a ₹600 package saying, ‘Sir, after this package you’ll know the final value.’ After that, they offered almost half the value of the car.”",,2026-05-19T16:13:14.000Z,Trustpilot
Cars24,"Very unorganised, with no knowledge of products and on top after informing them of the issue, still no rectification.Found a car on app, it's a direct seller deal. I paid for the details of the owner and found out that car is already sold 10 days back. I complaint about it to cars24. Surprisingly they refused to refund the money and also still that car option is showing on their app.Just taking people's money and no service.",1,2026-05-19T14:26:37.000Z,Trustpilot
Cars24,As a seller struggling big time. While inspection they show moon and send your car to paid auction. Eg - While inspection the person said I should ask 2.1 lakhs and made me but their stupid auction plan then consultant say you get 1.5!akhs I agreed. No offer received.Then they force to buy C2C plan and say buyer is ready with 1.6 lakh offer with refundable fee . Once u pay  then everyone go silent. Now they say they can only get 50 k for the car.There is no one to address your query.,,2026-05-17T08:04:57.000Z,Trustpilot
Cars24,"Hi Eva! We sincerely apologize for the inconvenience caused. Please note that the initial price displayed on the website is based on the details shared by you. The final offer is determined after a thorough inspection by our technical team and through our auction-based model, where channel partners place bids according to current market conditions. While we always aim to provide the best possible value, the final price may vary depending on market fluctuations. Please share your details through this form: ( https://i.ki.show/DFC2CDAFC0 ). Our team will be glad to connect with you.",1,2026-05-13T20:07:54.000Z,Trustpilot
Cars24,"Cars 24 is terrible; do not buy this vehicle. They claim to have a one-month return policy, but they don't actually honor it. They are lying. I bought a car for 670,000. Now, as I am returning the car after one month and ten days, they are offering between ₹4.5 to ₹5 lakhs for it.",,2026-05-12T09:23:30.000Z,Trustpilot
Cars24,3rd class service. I put my car on sale yesterday dated 10/05/2026. A representative of Car24 inspected my car thoroughly and told that by the evening I will get estimated value of my car.After that no response from anywhere. I was told that I should pay Rs 299+ GST i.e. Rs.353/- for putting it on auction. I paid Rs.353/-. Again no response. Even the number shown on App for contact remain busy always. Today after repeated tries I was able to connect and the man other side was very rude in behaviour who told me I should tell my demand price. I asked for company's estimated value which he refused to tell and insisted me my demand price.Totally waste of money and time by selling car through Car24 as they will tell you to give your car on scrap value.Bad experience,,2026-05-11T08:00:45.000Z,Trustpilot
Cars24,"PAN INDIA BOY COT CAR 24Never buy car from car 24 ... read carefully tem & condition...AC & Engine fail  only drive 45 kmAfter returns car in month -45% charge diduct compulsory &paid forcefully 5000 service & 12000 Engine waranty1000 km up no waranty , RC book generate only in in 7 days they promised to return car 30days .ones RC book print with ur name 45 % of car value deducted if u return car.. if car 160000 then 45% deduction and 20000/- for hold  for name change of RC went they sell your car againTotally frod..If u buy from there please test drive around 75 km from u start carEngine failDo not buyReputation ka saval he ..chhodunga nahi car 24 ko..video abhi baki heDon't buy car GJ03JR5421",,2026-05-10T17:48:22.000Z,Trustpilot
Cars24,One of the worst organisation. Very active till the sale is completed. Then no response. When requesting a call back the answer I get is the appropriate dept will reply for the email. I'm vexed up with these guys. Planning to return the vehicle. ALL THESE IN THREE MONTHS OF PURCHASE. I will definitely make sure none in my circle will go there and suffer.,,2026-05-08T16:54:18.000Z,Trustpilot
Cars24,"They ask for payment at every stage of the process. Initially, after inspecting the car, they charged ₹899 + GST just to download the car report. They also informed us that the car would be listed afterward, but once the payment was made, they again charged ₹1700 for posting the C2C advertisement.Further, they had mentioned that the C2C advertisement amount would be refunded if the car was not sold through the C2C process. However, when I requested the refund, they stated that the refund would only be processed if the car was not sold within 30 days.In my case, the car was ultimately sold only to a dealer through them, and not via the C2C process. Therefore, the C2C advertisement charges should ideally be refunded.Additionally, they also charged ₹4000 for the Cars24 Suraksha Kawach plan.Below is the total amount paid:₹899 + GST – Car report download₹1700 – C2C advertisement₹4000 – Cars24 Suraksha KawachTotal Amount Paid: ₹6599/-Overall, additional charges are being requested at each step of the process.I am in the process of going to Grahak Suraksha Seva",,2026-05-07T15:06:09.000Z,Trustpilot
Cars24,"Hi! We see that our team was able to successfully address your car concern. If you need any additional assistance, please feel free to get in touch with us at support@cariotauto.com.",,2026-05-05T19:17:46.000Z,Trustpilot
Cars24,"They will ask for money at every point, firstly, just after they inspect your car, they will ask for 899 plus gst to just download your car report. Also, they will tell you that they will list your car after this but when you pay them, they again will ask for 1499 to post your ad, they will keep on asking for money at each step. Better post on olx",1,2026-05-04T08:26:16.000Z,Trustpilot
Cars24,on the website CARS24 check the eligibility for 0 down payment load when physically visit their showroom in Rajnagar Ghaziabad the employees replies that your loan rejected due to poor cibil score. when my cibil is poor than why cars24 giving me offer of Rs 0 down payment loan. It shows that cars24 waste the time of customer and waste the money of customer which incurredd to reach their office,,2026-05-02T06:44:14.000Z,Trustpilot
Cars24,"I bought a used car (Skoda Slavia, MH14KJ1543) from CARS24 on 19 April 2026 based on the assurance that it was non-accidental. Post purchase, I cross-checked the vehicle with a government-recognized report (VehicleInfo) and at an authorised Skoda service center. Both indicate accident history, multiple body repairs/part replacements, and inconsistencies in records.These material facts were not disclosed at the time of sale. Even after sharing evidence, the team is applying standard return deductions (₹20,000/15%/cancellation fee), which is unjustified when the issue is misrepresentation.I have raised a complaint on National Consumer Helpline and am preparing to approach the Consumer Court if needed. Request CARS24 to resolve this fairly by allowing return with full refund without deductions.Advice to buyers: do independent verification before finalising.",,2026-05-01T16:32:26.000Z,Trustpilot
Cars24,"Hi! We regret any inconvenience caused. Kindly share your registered contact details via this form ( https://i.ki.show/1392C72489 ), and we will update our DND list to ensure our calls and messages do not interrupt your day.",,2026-05-01T12:54:28.000Z,Trustpilot
Cars24,"If you sell your car. You have to download their app. They will inspect your car through their app and they will offer you a nice price and will say to inspect manually. After manual inspection that guy will tell you to buy a tariff worth 600 to 800. Just to show your car in their app. The very next day they will call you and will again force you to buy another plan worth 2500 for auction which they will refund you. Which will never happen.  your auction price will be far more less than the online inspection which they showed you at the starting of the procedure. Either you sell or not 3000 to 3200, they have already earned via tarrif. Your auction price in app will remain same. They will call you to sell your car according to their price which will be 2 to 3 lakhs down which their app showed at starting. They will not refund your money which they took for tariff. They will wait for your response and will never increase your car price. They want to waste your time. So that a person will fed up and will decide to sell, on their terms and prices. I had wasted more than ten days and 3200 rs for tariff. Which was never refunded. And they will trick you by saying your money will be refunded if you remove your review. But again they will not refund your money.People sitting at cars 24 will decide your car value, not by your car condition or by inspection. Because they will take  their share from their given car price.And if you buy a car, your money will get trapped. Again you will pay but they will not transfer rc on your name.",,2026-04-29T10:37:32.000Z,Trustpilot
Cars24,"i want to sell my car on cars24 platform, they inspected car and generate wrong inspection report for low valution of my car and higher their margin. they mentioned below wrong points in inspection report:insurance expired - insurance already valid till august 2026ac not working - AC is working absolutely fineheater not working - Heater is also working fineBoot space repaired - Boot space is in original conditionthey used to generate wrong inspection report to lower your valution and higher them margin. also asked for pro active package of aomething 1100 rs to boost auction over pan india but it is also scam after 3 days i have recieved only one offer which is also from cars24 hence they are not doing auction even efter getting payment in name of auction...worst experience and never recommended.",,2026-04-29T10:00:49.000Z,Trustpilot
Cars24,"Hi Subhajit! We apologise for any inconvenience you may have experienced. Please provide detailed information about your concern by completing this form ( https://i.ki.show/11363AD7F4 ), and our team will immediately address it.#Cars24Crew",,2026-04-28T18:40:46.000Z,Trustpilot
Cars24,"I purchased a Tiguan for which “gearbox in emergency mode” error appeared since day 1. This popped up after 1-2 hours of drive when I was bringing the car home on day 1 of the purchase. When warranty claim was raised, they sent the vehicle to NM motors in Attapur Hyd who is their partner garage. That garage sent my vehicle to someone else as they were not qualified to fix it. I requested that my vehicle be repaired at an OEM VW centre but they denied it. When your partner garage is not capable to fix a VW vehicle why are you still insisting that I repair it at their garage? After 15-20 days of follow up they told me that they replaced the valve body sensors. I was able to drive the car normally for 3-5 days in a span of 1 month and then on my 6th drive or so, the error popped back up. This is a clear sign of misdiagnosis and unprofessional service. I’ve sent the car to their garage for the second time and after keeping it there for around 10 days they now tell me that it is a clutch issue. Really??? Why was it not identified when my vehicle was under 1 month comprehensive warranty? If my vehicle was given to an OEM service centre they would’ve properly diagnosed and fixed the car. Additionally, why was a faulty car with a major issue as gearbox was sold? My vehicle was listed as in PERFECT condition. Faults I found: 1. Gearbox issue, 2. SOS error, 3. Engine light popping, left panel repainted, 4. OEM battery swapped with Amaron battery. Despite all this, the car is listed as PERFECT in their ad. I was charged for service but no oil change, coolant top etc was done. The coolant was half empty and no oil change was done, they only washed it and handed over the vehicle. I’ve escalated the matter through email to cars24 and waiting for the team to respond and get my car now repaired at an OEM workshop. (Ticket ID: 2625421) This is the latest ticket number.  I urge everyone to stay away from this company.",,2026-04-28T17:14:33.000Z,Trustpilot
Cars24,"Hi Mounika, we’re sorry to hear that your experience with our service was not satisfactory. This is not the standard we aim to provide. Please share your concern in detail by filling out the form here: ( https://i.ki.show/15B9266695 ), so our team can review and assist you further. #Cars24Crew",,2026-04-27T09:11:10.000Z,Trustpilot
Cars24,Hi Sagar! We sincerely apologize for any inconvenience caused. Please share your contact details by filling out this form ( https://i.ki.show/63777CFFA0  ). This will help us to address your concern on priority. #Cars24Crew,,2026-04-27T08:41:35.000Z,Trustpilot
Cars24,"Hi! We have provided the necessary details via email. Kindly refer to your email for further guidance and information. If you have any questions or need additional assistance, please don't hesitate to let us know. We're here to help.",,2026-04-27T06:13:34.000Z,Trustpilot
Cars24,I have still not received my 3k deducted from my refund...... Cheat and fraud company.....readers please don't trust Cars24.,,2026-04-26T18:12:37.000Z,Trustpilot
Cars24,1 week ago I want to sale my car to cars 24. I booked online inspection. A agent come to me to check my car. He cheaked my car for 15 minutes and ask me that whole of your left side car is repainted . I ask him that I haven’t take any insurance u can check my insurance. My car had never go through any accident till now. Then he says that may be it was accident pre delivery.  I ask ok. From this no  +91 11-35648050 Today they called me and offered me 8 lakhs price which I denied.  I already booked from Mahindra first choice people to check they checked and said me that whole of your car paint is original no accident.  And give me price of 11.5 lakhs. We are negotiating for the price with Mahindra first choice if they give me 12 lakhs then I will give my car to them.I suggest people who want to deal with cars 24 they should rethink and should value their car somewhere else.9810621648 is my mobile number,1,2026-04-27T05:42:34.000Z,Trustpilot
Cars24,"I am extremely disappointed with CARS24. The customer care provides absolutely no support when you actually need help. On top of that, the staff is highly unprofessional and careless. I would not recommend their services to anyone.",,2026-04-24T17:48:27.000Z,Trustpilot
Cars24,"Really disappointing experience with CARS24.I purchased a Hyundai Xcent 2018 model in November 2025, and now it’s April 2026. In just around 6 months, I have raised repair requests three times. Almost every month, a new technical issue has come up with the car.Before purchasing, the sales team assured me that taking one year of insurance was mandatory and that any issues with the car would be taken care of. However, whenever a problem occurs, they simply say that it is not covered under insurance and refuse to repair it.My experience with CARS24 has been no better than dealing with local dealers.They make false promises and fail to provide proper after-sales support. I am extremely disappointed with their service.I strongly advise others to think carefully before purchasing a car from CARS24. I will never deal with them again in the future and will not recommend them to anyone.",,2026-04-23T07:09:49.000Z,Trustpilot
Cars24,"had a very disappointing experience with Cars24 while selling my Nissan Magnite.Initially, their team approached me saying they wanted to directly buy my car. Shortly after, another team from Cars24 contacted me to list the car on their platform and asked me to pay ₹1888 as a listing/subscription fee.What’s surprising is that the first team (handling the direct purchase) strongly pushed me not to list the car on their own platform and instead proceed with selling it to them directly. They clearly assured me that once the car was sold, the listing would be removed and the ₹1888 would be refunded.Based on this assurance, I completed the sale.However, after the sale, the listing/subscription team refused to refund the amount, claiming it is non-refundable. To make matters worse, the representative who handled my purchase, Mr. Syed, is now completely unreachable—he is not responding to calls or messages at all.This shows a serious lack of coordination within Cars24 teams and misleading communication just to close a deal. Very unprofessional experience and extremely frustrating for customers.I would strongly advise others to be cautious and not rely on verbal assurances while dealing with Cars24.",1,2026-04-20T07:46:47.000Z,Trustpilot
Cars24,"**Yes, this is a textbook scam by CARS24.**Here’s why (in under 200 words):- **Fake “Prime Certified” claim**: They sold you the Renault Captur (TS07GT8205) for ₹4,97,462 on 22 Feb 2026 as 300-point inspected with “Zero Worry” guarantee. Yet Renault’s own authorised centre (PPS Motors, Madhapur) found ₹1.86 lakh in **pre-existing major defects** (RH Drive Shaft damage, failed Clutch Kit & Flywheel, Timing Belt damage, Turbo Intercooler leak, gearbox issues). A genuine inspection would have caught all this.- **Instant breakdown**: The car suffered severe gear lock and became completely non-running in just **24 days** after driving **under 400 km** — impossible for a properly checked vehicle.- **Refusal to honour guarantee**: You raised return request on Day 24. They only did cheap temporary “clutch bleeding” and refused full return.- **Loan trap**: They ignored your legal notice, kept deducting EMI, forced a 15% penalty, and still won’t take the car back or give full refund.Classic used-car fraud: offload a defective “lemon” with false certification, block returns, and squeeze you through EMI pressure. The car was never Prime Certified — it was a hidden wreck they knowingly sold you.",,2026-04-19T06:35:17.000Z,Trustpilot
Cars24,They are conducting fraudulent for buying vehicle they are collected 650 rs 3 months before but there is no response. We are approach many time but still now no response,,2026-04-17T13:10:13.000Z,Trustpilot
Cars24,"Hi Kewal! We’re really sorry to hear about your experience. This is certainly not the experience we aim to provide. We understand your concerns regarding the pricing and evaluation process, and we’d like to look into this for you.Please share your details here https://shorturl.at/gpmuk so our team can connect with you and assist further.",,2026-04-16T14:13:37.000Z,Trustpilot
Cars24,"Not a good place to buy used car. It was my first experience with Cars24, which was really very bad.  From start to end everything was very messy. After buying a car, I started to note several issues, and then I became to know that after sales service is very poor. Actually, staff there in every department is very unprofessional. At every step, they will just try to make you fool and misguide. In short, you can't trust on them blindly... Buying car from Cars24 means buying a tension.",,2026-04-14T21:47:56.000Z,Trustpilot
Cars24,"I had a very bad experience. When I was planning to buy the car, they used to call me a lot. They told me that my loan would get approved easily, but later it got rejected. After that, no one responded properly. Also, they charge 50% for the refund and still don’t give the refund properly. This place feels like a fraud, so I would not recommend buying a car from here. Please think carefully before going.""",1,2026-04-14T09:34:41.000Z,Trustpilot
Cars24,"Hi Mahipal! We have been waiting for your response but have not received the required details from your end. As requested by our team over email, kindly share the Appointment ID provided at the time of your car inspection. You can find it by going to Activity section → Select Order → Open Invoice → the Appointment ID will be shown at the top left corner. You may share the details by filling out this form (https://i.ki.show/FA3B3068A7), or reach us at care@cars24.com. #Cars24Crew",1,2026-04-12T08:19:08.000Z,Trustpilot
Cars24,"Worst service I will say, inspection wise they will do very thoroughly but after that I took their sell pro subscription and they offered some price which is very low and now I am not getting any other bids and even I don't see any option in app to reject company offer and to get new one. Their customer service are not at all responding, even did email to their escalation team but still no response.So now there main business is the subscription amount which we pay and do nothing after that.",,2026-04-11T17:16:13.000Z,Trustpilot
